318329," DISTRIBUTION H                                                         ",5059705
318210," VILLE DE DOLLARD DES ORMEAUX                                           ",5060310
317997," DOCK PRODUCTS CANADA INC                                               ",5060601
317365," DERUSHA SUPPLY INC                                                     ",5060700
317832," DOPPELMAYR CTEC                                                        ",5062400
318196," TARKETT INC.                                                           ",5064700
317402," DYNAMIQUE AVANCEE LTEE                                                 ",5064801
318231," ENTREPRISES NGA INC                                                    ",5068904
316536," EMPIRE STEVEDORING CO. LTD.                                            ",5068911
317857," E.M.E 2006 INC.                                                        ",5069617
317636," EQUIPEMENT INDUSTRIEL JOLIETTE                                         ",5070800
317428," EQUIP. LOURDS PAPINEAU                                                 ",5070900
318232," EQUIP. COLPRON INC.                                                    ",5071610
317485," EQUIPEMENT ONTRAC QUEBEC INC.                                          ",5071611
317718," AMF CANADA                                                             ",5072800
317977," EVEREST EQUIP.                                                         ",5072810
318017," EXPERT COMPACTEUR INC.                                                 ",5073503
318316," ACIER INOXYDABLE ROLARK                                                ",5074720
317809," FARLEY WINDOWS INC.                                                    ",5075104
316187," FABPLUS                                                                ",5075200
317644," FISHER & LUDLOW                                                        ",5076400
317707," ITT WATER & WASTEWATER CANADA                                          ",5077600
318307," EQUIP. FOREST. CARDINAL                                                ",5077710
317322," FONDERIE SAGUENAY                                                      ",5077900
317774," JD INTERNATIONAL                                                       ",5077904
317697," H. FONTAINE LTEE                                                       ",5078000
317372," PRODUITS DE FORME FRACO                                                ",5078420
317978," EQUIPEMENT FRAN MAR INC.                                               ",5079400
317744," GTI ROLL TRANSPORT. SERV. CDN                                          ",5083300
317511," GESTION IAMGOLD QUEBEC INC                                             ",5083404
317655," 2959-8703 QUEBEC INC./GROUPE VFG                                       ",5083408
317496," GIVESCO INC. (SHERBROOKE)                                              ",5084310
317719," SOUDURES J M TREMBLAY(97)                                              ",5085210
317527," GRUES MAURICE GENDRON                                                  ",5086110
317900," LAW-MAROT-MILPRO INC.                                                  ",5086510
317891," MICHEL GOHIER LTEE                                                     ",5086710
317512," GRAY ELECTRIC SUPPLIES INC.                                            ",5086905
318238," TRACTEL GRIPHOIST LTD                                                  ",5087400
317843," GRUE MOBILE LAURENTIDE                                                 ",5088600
318327," GUILLEVIN INTERNATIONAL (ANJOU)                                        ",5089500
318138," VIBROTECH INC.                                                         ",5091500
317580," PRODUITS D'ACIER HASON INC.                                            ",5092770
318330," HEROUX DEVTEK  INC.(LONGUEUIL)                                         ",5092800
317908," HEROUX DEVTEK (DORVAL)                                                 ",5092802
317858," DOUGLAS BARWICK INC.                                                   ",5093105
317403," HEWITT EQUIPEMENT LTEE                                                 ",5093210
318139," HYDRO QUEBEC                                                           ",5096301
317541," INDALEX LIMITED                                                        ",5100110
317528," INTERFAST                                                              ",5100202
318323," INDUSTRIAL SOLUTIONS (1550686 ON IN                                    ",5100503
317796," INDUSTRIES VALTECH INC.                                                ",5100721
317883," UNIMIN CANADA LTEE                                                     ",5100900
316198," META-FOR                                                               ",5101115
317637," META-FOR INC.                                                          ",5101115
317553," INNOFORT INC.                                                          ",5101209
317859," INTERNATIONAL RIVE NORD INC.(COD)                                      ",5101507
318340," DEC INDUSTRIES LTEE (COD)                                              ",5101700
318173," X-ACT LE GROUPE INC.(COD)                                              ",5101820
316630," S.C. JOHNSON & FILS LTEE                                               ",5102511
317841," KARLO CORP. SUPPLY (COD)                                               ",5103000
317429," KIEWIT-PARSONS UN PARTENARIAT                                          ",5103027
317374," KONECRANES CDN INC. (BURLINGTON) (0                                    ",5103910
317674," RMH INDUSTRIES INC.                                                    ",5104705
318129," PLAD EQUIPMENT                                                         ",5104710
317583," KOMATSU INT.(CANADA)INC.                                               ",5104900
317711," F. LAPOINTE & FILS INC                                                 ",5105410
318020," FORAGES TECHNIC-EAU                                                    ",5105420
317825," LAR MACHINERIE INC                                                     ",5105500
317826," A LACROIX & FILS GRANIT                                                ",5105600
318085," ZEPHIRIN LAHAIE SOUDURE INC                                            ",5105610
317722," LACO CONSTRUCTION INC.                                                 ",5105803
317803," KRUGER INC (5921) (BROMPTONVILLE)                                      ",5106010
317430," DISTRIBUTIONS J.R.V INC.                                               ",5106100
317765," IVACO ROLLING MILLS LP/HEICO CO.                                       ",5106400
318037," LA CIE WILFRID ALLEN LTEE                                              ",5106701
317712," PRELCO MTL                                                             ",5106900
318212," GL&V CDN INC. /DIV PATES & PAPIER                                      ",5107101
318130," LASER AMP                                                              ",5107200
317847," 9184-6808 QUEBEC INC LAB CHRYSOTILE                                    ",5107703
317513," IND.DE CIMENT LA GUADELOUP                                             ",5107710
317818," GROUPE GLM (2005) INC.                                                 ",5108600
317389," M. LEMIEUX INC. (STE FOY)                                              ",5108702
318021," OLDCASTLE GLASS MONTREAL                                               ",5108721
317827," A.C. LESLIE (1992) INC                                                 ",5110000
317806," LOGISTEC ARRIMAGE                                                      ",5110500
318233," LOGISTEC ARRIMAGE (3RIVIERES)                                          ",5110501
318022," LOCATION R. LANGLOIS                                                   ",5110710
318140," LOCATION HEWITT INC.                                                   ",5110711
317584," LOCWELD INC. (CORNWALL)                                                ",5111710
317723," CONSTRUCTION LOUISBOURG LTEE                                           ",5112200
318131," LITHO SERVICE CANADA INC.                                              ",5112305
317675," MACO ENTRETIEN INC.                                                    ",5112317
318086," ML  AIR INC                                                            ",5113300
317463," LYRFAC INC                                                             ",5113710
318141," MOTEURS ELECTRIQUES  LAVAL LTEE                                        ",5113800
318174," MCF EQUIPMENT INC                                                      ",5114510
317620," MANAC INC. (BEAUCE)                                                    ",5115000
317820," MANULIFT E.M.I. LTEE (BOUCHERVILLE)                                    ",5115003
317475," MATERIAUX KOTT                                                         ",5115112
317866," MAIN INDUSTRIAL SALES                                                  ",5115700
316631," MAJEAU & FILS                                                          ",5115800
317745," MARMEN INC (3 RIVIERES)                                                ",5116500
317724," GRUES MARTEL                                                           ",5118510
317329," COMPAGNIE MOTOPARTS INC                                                ",5118800
318064," MCCANN EQUIPEMENT LTEE                                                 ",5119000
317877," MECANARC INC.                                                          ",5119105
317761," MGR METAUX GARON & RACINE LTEE                                         ",5119309
317884," MEGANTIC METAL                                                         ",5119500
317848," GCI ENVIRONNEMENT INC.                                                 ",5119906
318160," MECANO ALCA                                                            ",5120101
317901," METATUBE 1993 INC.                                                     ",5121310
317529," COMPAGNIE MELOCHE INC.                                                 ",5121500
317894," METALLURGIE DES APPALACHE                                              ",5122100
317807," CGER ZONE MONTEREGIE                                                   ",5123400
318303," MOUNT ROYAL/WALSH INC (1097)                                           ",5126000
317758," MAGOTTEAUX CANADA S CC                                                 ",5128300
317839," MOTION CANADA (TROIS-RIVIERES)                                         ",5129301
318184," MONTREAL HYDRAULIQUE                                                   ",5129310
317892," MOTION CANADA (ST-HUBERT)                                              ",5129320
318167," MOTION CANADA (QC31) (RIMOUSKI)                                        ",5129325
317307," MONTUPET LTEE                                                          ",5129500
317628," MULTINA INTEGRA DIV. COMPOSITE                                         ",5130403
317792," KRONOS CDN INC. (301862)                                               ",5131100
317556," MEGA LIFT CANADA INC.                                                  ",5132010
317823," CORP. D'ACIER ALLIANCE                                                 ",5132200
317476," XSTRATA COPPER CDN -  AFFINERIE CCR                                    ",5132700
317647," NORCAST CASTINGS CO. LTD                                               ",5132800
317531," NORGATE METAL                                                          ",5133007
317516," CANADIAN BEARINGS                                                      ",5133100
317588," OMNIA INDUSTRIES INC.                                                  ",5134401
318039," NOVA BUS, div GROUPE VOLVO CDN INC.                                    ",5135000
317315," LE GROUPE JSV INC.                                                     ",5135100
318176," OUTILLATECH DRUMMOND INV.                                              ",5135105
317441," A.B. MEKATEK OUTIL. MATR. MACH INC.                                    ",5135106
318245," OUTIBO INC                                                             ",5136100
317404," P&H MINEPRO SERV. CDN (LABRADOR)                                       ",5136603
318215," P.R. DISTRIBUTION INC.                                                 ",5137005
318216," NORAMPAC-CABANO.DIV CASCADES                                           ",5137500
317876," PARMETAL (1985) INC                                                    ",5137700
318322," PAVAGES CHENAIL                                                        ",5137897
317687," OUTIL PAC INC                                                          ",5138100
317759," MONTREAL CHROME                                                        ",5142310
318161," FRANKLIN EMPIRE (403101)                                               ",5142700
318040," PLESSITECH INC.                                                        ",5143200
318177," EXCAVATION E.P.L. INC.                                                 ",5144300
317405," POSI-PLUS TECHNOLOGIE INC                                              ",5145400
317589," POUDRIER FRERES LTEE                                                   ",5145500
317312," PRATT & WHITNEY CDN (4500953790)                                       ",5146001
317366," PRATT & WHITNEY CDN (4500972057)                                       ",5146002
317330," PRATT & WHITNEY CDN (4500969240)                                       ",5146003
318311," PRATT & WHITNEY CDN (4501016014)                                       ",5146005
317406," PRATT & WHITNEY CANADA                                                 ",5146007
317824," A & D PREVOST ENR.                                                     ",5147400
318081," PRO-PAR 1978 INC.                                                      ",5148305
317766," QIT-FER ET TITANE INC.                                                 ",5152000
317390," ARCELORMITTAL MINES CANADA INC                                         ",5152300
317871," TLD CANADA (SHERBROOKE)                                                ",5152505
318087," AGF-RAYMOND REBAR INC.                                                 ",5153905
318185," RAPCO EQUIPEMENTS INC.                                                 ",5154000
320095," Reseau de Transport de la Capitale                                     ",5154508
317953," RAYCO ELECTRONIQUE                                                     ",5155400
318241," ALCOA LTEE                                                             ",5156110
317872," RENO-DIRECT INC.                                                       ",5157301
318288," ROLLED ALLOYS-CANADA INC.                                              ",5157303
317367," WEIGH-TRONIX CANADA                                                    ",5157400
318341," SOUCY INT (DIV. CAOUTCHOUC) INC                                        ",5158506
317431," TRANSPORT ROLLEX LTEE                                                  ",5160410
317455," CASCADES GRP PAPIERS FINS(35700)                                       ",5160600
317358," KINECOR                                                                ",5160800
318168," ROUSSEAU METAL                                                         ",5160810
318197," S.R.C.M.INC                                                            ",5163315
317741," SGL CANADA INC.                                                        ",5163400
317954," V-SHIPS CANADA INC                                                     ",5163403
317442," SILICIUM BECANCOUR INC.                                                ",5163410
318338," PREMIER TECH SYSTEMES                                                  ",5168910
317800," SANIQUIP                                                               ",5169411
318264," SECHOIR MEC INC.                                                       ",5170407
317385," SHERBROOKE O.E.M. LTEE                                                 ",5174410
318251," SERVICES MECANIQUES TASCHEREAU LTEE                                    ",5174510
318134," SERVICE TRACTION DIESELS                                               ",5175200
317376," ARCELORMITTAL CONTRECOEUR-OUEST                                        ",5175500
318178," SERV. D OUTILLAGE NORMANDIN                                            ",5175715
317332," SIDEVIC INC                                                            ",5176000
318252," SIMARD & BEAUDRY CONSTRUCTION                                          ",5176510
317568," LOCATION D'OUTILS SIMPLEX S.E.C.                                       ",5176700
317767," SIVACO QUEBEC/DIV. D'HEICO                                             ",5177400
317844," SLING CHOKER MANUFACTURING LTD                                         ",5177800
318253," AIR TRANSAT INC.(P/O ACHAT)                                            ",5178301
318189," ACIERS SOFATEC INC.                                                    ",5180100
318059," SOLOTECH INC.                                                          ",5180200
317464," SOMAVRAC INC.                                                          ",5180215
318146," PAPIERS WHITE BIRCH/DIV. F.F.SOUCY                                     ",5180800
317586," ALMA SOUDURE INC.                                                      ",5180898
317465," SPECIALITES Y.G. LTEE                                                  ",5182400
318199," STAGELINE MOBILE STAGE                                                 ",5183800
318220," STELLAR INDUSTRIAL SALES                                               ",5184601
317629," ACIERS CANAM/STRUCTAL-QUEBEC                                           ",5185610
317860," SYSTEMES BMH LTEE                                                      ",5188400
317760," TMH CANADA                                                             ",5188900
317466," TARBIS CONSTRUCTION INC.                                               ",5189330
318164," TECRANE SERVICE INC.                                                   ",5189517
317763," TECFAB SHAWINIGAN-SUD                                                  ",5189520
317600," TERMACO LTEE                                                           ",5190810
317530," SOC. TERMINAUX MTL GATEWAY - RACINE                                    ",5192300
318200," TERMONT MONTREAL  INC.                                                 ",5192400
318324," THOMAS & BETTS FABRICATION LACHINE                                     ",5192504
318308," TIRU CANADA INC.                                                       ",5193300
317688," TRANSPORTS YVON TURCOTTE LTEE                                          ",5194707
317453," TRANS CDN QC INC. COGENERATION BECA                                    ",5196101
317630," ATELIERS SOUDURE J. GRAVEL                                             ",5198310
318190," TRANSPORT DESGAGNES INC.                                               ",5198700
318071," ATELIER DE REP. SOULANGES                                              ",5199100
317705," BETON BRUNET LTEE                                                      ",5199500
318137," U.A.P.                                                                 ",5200600
317351," UNIROPE LIMITED                                                        ",5201300
318356," UNITED WELDING PROCESSES                                               ",5201500
317689," UNALLOY / I. W.R.C.(ST-LAURENT)                                        ",5202610
318290," V.C.I. INC.                                                            ",5203505
318088," MARCEL VEZINA LTEE (C0D)                                               ",5204100
318060," VILLE  DE MONTREAL ARR. LASALLE                                        ",5204200
317408," VISSERIE MELOCHE (2006) INC                                            ",5205100
318147," H.C. VIDAL LTEE                                                        ",5205200
318254," INNOVA INC.                                                            ",5205210
317742," VELAN INC PLANT #5 (ST-LAURENT)                                        ",5205300
317440," VICWEST                                                                ",5205600
317368," VILLE DE MONTREAL (138068)                                             ",5206000
317693," CANADIAN HELICOPT.EASTERN                                              ",5206200
318072," VILLE DE LONGUEUIL                                                     ",5206400
318244," VILLE DE MTL/ ARROND ST LAURENT                                        ",5206900
317795," VIMETAL PECKOVER                                                       ",5207105
317885," VERREAULT NAVIGATION INC                                               ",5207200
318255," VILLE DE MTL/ARR ILE BIZARD-STE GEN                                    ",5208001
318282," INDUSTRIES WAJAX LTEE                                                  ",5208100
317576," WIRE ROPE INDUSTRIES                                                   ",5212500
318333," WESTBURNE DIV.REXEL ELECTR.                                            ",5213004
317437," INDUSTRIAL SALES NFLD LTD                                              ",5213800
317966," MACHINERIE WILSON LTEE                                                 ",5214100
317987," ZEPOLI INTERNATIONAL INC.                                              ",5215410
317415," NORANDA INC. CE. ZINC                                                  ",5215500
317855," 6020453 CANADA INC. (ELASTOMONT)                                       ",5300603
317970," 9066-7353 QC INC. OMNIFAB                                              ",5300606
317971," STRUCTURES NATIONALE                                                   ",5300608
317988," 9193-5429 QUEBEC INC.                                                  ",5300609
317756," GROUPE DIRECT (COD)                                                    ",5700001
317355," CASH SALES                                                             ",5999900
318269," CASH SALE EMPLOYEE                                                     ",5999901
