315914," TOROMONT REMAN                                                         "," 12MIS0033                         ",
315892," TOROMONT REMAN                                                         "," 12MIS0034                         ",
317397," JOHN DEERE WELLAND WORKS                                               "," 12MIS0039                         ",
317573," BOMBARDIER INC, BOMBARDIER AER                                         "," 12MIS0040                         ",
322146," PHILLIP DOYLE MFG INC.                                                 "," 12MIS0048                         ",
317335," GENERAL MOTORS OF CAN LTD.                                             "," 12MIS0058                         ",
317887," GM OF CANADA - ST. CATHERINES                                          "," 12MIS0065                         ",
317613," HELM WELDING ( 1983 ) LTD                                              "," 12MIS0074                         ",
317713," HIGH STRENGTH PLATES AND PROFILES LTD.                                 "," 12MIS0076                         ",
317303," INDALLOY                                                               "," 12MIS0082                         ",
318012," S.B. SIMPSON GROUP                                                     "," 12MIS0087                         ",
318122," JOEL THEATRICAL RIGGING CON                                            "," 12MIS0088                         ",
318109," KAWNEER COMPANY CANADA LIMITED                                         "," 12MIS0091                         ",
317862," KOCH HEAT TRANSFER CANADA LP                                           "," 12MIS0094                         ",
317992," LINCOLN ELECTRIC COMPANY OF CANADA                                     "," 12MIS0097                         ",
317736," LOVAT INC                                                              "," 12MIS0098                         ",
317202," LOVAT INC.                                                             "," 12MIS0098                         ",
317574," M & B MAG LTD                                                          "," 12MIS0099                         ",
315907," M & B MAG LTD.                                                         "," 12MIS0099                         ",
318234," MARIS MACHINE WORKS INC                                                "," 12MIS0103                         ",
317797," NEXANS CANADA INC                                                      "," 12MIS0107                         ",
317448," NORSEMAN PLASTICS INC                                                  "," 12MIS0108                         ",
318386," NOVAMERICAN STEEL CAN. INC.                                            "," 12MIS0111                         ",
317779," ONTARIO POWER GENERATION INC.                                          "," 12MIS0115                         ",
316975," HEWITT MATERIAL HANDLING                                               "," 12MIS0121                         ",
317507," PRE-CON COMPANY                                                        "," 12MIS0123                         ",
322144," PROCOR LTD.                                                            "," 12MIS0124                         ",
318009," PRO-PAR ONTARIO INC                                                    "," 12MIS0125                         ",
317680," RENOWN ELECTRIC MOTORS & REPAIR INC                                    "," 12MIS0130                         ",
320465," Newell Rubbermaid Canada Inc.                                          "," 12mis0133                         ",
317604," NEWELL RUBBERMAID CANADA LTD.                                          "," 12MIS0133                         ",
322145," SAMUEL KENT                                                            "," 12MIS0137                         ",
317944," SCOTT & SONS HARDWARE LTD                                              "," 12MIS0138                         ",
318032," SLING CHOKER MFG LTD                                                   "," 12MIS0140                         ",
318222," SPEC-SEC INC.                                                          "," 12MIS0144                         ",
317686," STAMPTEK                                                               "," 12MIS0147                         ",
317398," GRIP-SURE                                                              "," 12MIS0150                         ",
317668," T.J. WELDING LTD                                                       "," 12MIS0151                         ",
318793," SCHMOLTZ & BICKENBACH CANADA, INC.  FORMERLY SWISS STEEL INTERNATIONAL "," 12MIS0153                         ",
323653," Tonolli Canada  LTD                                                    "," 12MIS0155                         ",
317789," TOR TRUCK CORPORATION                                                  "," 12MIS0157                         ",
318075," TRENCH LIMITED                                                         "," 12MIS0158                         ",
317481," UNALLOY - IWRC                                                         "," 12MIS0160                         ",
322873," VERN'S METAL STAMPING INC.                                             "," 12MIS0162                         ",
317399," WELLMASTER PIPE & SUPPLY                                               "," 12MIS0163                         ",
318681," G.S.  DIE & DESIGN INC.                                                "," 12MIS0168                         ",
319060," OXYTECH INDUSTRIES                                                     "," 12MIS0174                         ",
317829," PERSISTA POLYURETHANE PRODUCTS                                         "," 12MIS0175                         ",
317336," BOMBARDIER AEROSPACE, TORONTO                                          "," 12MIS0184                         ",
318010," MACLEAN ENGINEERING & MARKETING                                        "," 12MIS0188                         ",
317348," SCEPTER  MANUF CO LTD                                                  "," 12MIS0198                         ",
316366," SCEPTER MANUF CO LTD                                                   "," 12MIS0198                         ",
320811," Vesuvius Canada Refrectories Inc.                                      "," 12MIS0206                         ",
318223," KAISER ALUMINUM                                                        "," 12MIS0207                         ",
317627," POLYBRITE                                                              "," 12MIS0209                         ",
317424," GRAPHIC PACKAGING INTERNATIONAL,INC                                    "," 12MIS0278                         ",
317508," WABTEC FOUNDRY LIMITED                                                 "," 12MIS0295                         ",
317471," CHECKER INDUSTRIAL LTD.                                                "," 12MIS0316                         ",
319617," Rolark Stainless Steel                                                 "," 12MIS0498                         ",
317213," WASHINGTON MILLS                                                       "," 12MIS0507                         ",
316943," J.B WEBB COMPANY OF CANADA                                             "," 12MIS0511                         ",
322109," GENERAL CONVEYOR                                                       "," 12MIS0524                         ",
318442," GENERAL SWITCHGEAR & CONTROLS LTD.                                     "," 12MIS0525                         ",
322143," GIBBS WIRE & STEEL                                                     "," 12MIS0527                         ",
318148," GM FINANCIAL SHARED SERVCICES                                          "," 12MIS0544                         ",
318475," HENDRICKSON CANADA                                                     "," 12MIS0566                         ",
317277," GENERAL MOTORS OF CANADA                                               "," 12MIS0571                         ",
320303," GMB INSTALLATIONS                                                      "," 12MIS0586                         ",
316535," HYDROFORM SOLUTIONS                                                    "," 12MIS0630                         ",
320462," K-Tool and Die                                                         "," 12mis0653                         ",
318224," MARMON KEYSTONE CANADA INC.                                            "," 12MIS0707                         ",
317540," MOLONEY ELECTRIC                                                       "," 12MIS0730                         ",
318722," NYE MANUFACTURING LTD                                                  "," 12MIS0764                         ",
318011," PACK ALL INTERNATIONAL                                                 "," 12MIS0772                         ",
317881," REGION OF PEEL                                                         "," 12MIS0779                         ",
322107," POWERLASERS LIMITED                                                    "," 12MIS0797                         ",
318033," R.A.M. MACHINES (1990) LTD.                                            "," 12MIS0823                         ",
318283," SOREL FORGE CO.                                                        "," 12MIS0885                         ",
317928," STARQUIP INDUSTRIAL                                                    "," 12MIS0901                         ",
320463," Stefco Limited                                                         "," 12mis0906                         ",
318270," STEIN INDUSTRIES INC.                                                  "," 12MIS0910                         ",
317564," THE TOWN OF FORT ERIE                                                  "," 12MIS0952                         ",
317746," TRAILMOBILE CANADA LTD.                                                "," 12MIS0956                         ",
319919," VERTEX SOUND & LIGHTING CO. LTD.                                       "," 12MIS0994                         ",
321557," SIEMENS POWER GENERATION                                               "," 12MIS1018                         ",
317913," SUPERIOR MACHINING & REPAIRS LTD.                                      "," 12MIS1107                         ",
317865," MODU-LOC FENCE RENTALS LTD.                                            "," 12MIS1129                         ",
318028," TORONTO STAR NEWSPAPER                                                 "," 12MIS1162                         ",
318116," MHI CANADA AEROSPACE INC                                               "," 12MIS1163                         ",
315869," MHI CANADA AEROSPACE INC.                                              "," 12MIS1163                         ",
316701," HARPER POWER PRODUCTS INC.                                             "," 12MIS1210                         ",
319195," MORTON METALS                                                          "," 12MIS1248                         ",
316469," LINAMAR PERFORMANCE PRODUCTS                                           "," 12MIS1258                         ",
317776," GEA VIEX INC                                                           "," 12MIS1289                         ",
318777," L.A.C. MACHINING & TOOLING LIMITED                                     "," 12MIS1290                         ",
316409," GENERAL ELECTRIC CANADA                                                "," 12MIS1295                         ",
317672," TERRASAN ENVIRONMENTAL SOLUTIONS IN                                    "," 12MIS1305                         ",
317557," KRAMER AIR TOOL SALES AND SERVICE                                      "," 12MIS1325                         ",
317965," METRO WASTE PAPER RECOVERY INC.                                        "," 12MIS1328                         ",
317923," TRIPLE SEAL LTD.                                                       "," 12MIS1329                         ",
323734," Resource Equipment Ltd                                                 "," 12MIS1335                         ",
318263," SLING CHOKER MFG.                                                      "," 12MIS1337                         ",
319664," GLENHAVEN MEMORIAL GARDENS                                             "," 12MIS1349                         ",
323962," Janco Steel Limited                                                    "," 12MIS1370                         ",
321521," MACDONALD DETTWILER & ASSC.                                            "," 12MIS1382                         ",
318510," SPEC-FAB INC.                                                          ","  12MIS0144                        ",
